,Date,Temperature,Dew point,Winds,Visibility,Clouds,Altimeter,Relative humidity,Density altitude,Remarks,Flight conditions,Raw data,Heat index,Present weather,Wind gusts,Winds variable
137,2024-04-24 17:00:00,26.0°C (78.8°F),24.0°C (75.2°F),"1.9 kts (1 m/s, 2.2 mph) Vrb",3.1 mi. (5 km),"Scattered clouds 2,600 ft. (792 m) Ceiling: Broken clouds 4,000 ft. (1,219 m)",29.74 in.Hg (1007 mB),89 %,"1,881 ft. (573 m)",No significant changes expected in the next two hours,Marginal Visual Meteorological Conditions,ZGSZ 240900Z VRB01MPS 5000 BR SCT026 BKN040 26/24 Q1007 NOSIG,,Mist,,Winds variable
138,2024-04-24 18:00:00,26.0°C (78.8°F),24.0°C (75.2°F),"1.9 kts (1 m/s, 2.2 mph) Vrb",3.1 mi. (5 km),"Scattered clouds 2,600 ft. (792 m) Ceiling: Broken clouds 4,000 ft. (1,219 m)",29.74 in.Hg (1007 mB),89 %,"1,881 ft. (573 m)",No significant changes expected in the next two hours,Marginal Visual Meteorological Conditions,ZGSZ 241000Z VRB01MPS 5000 BR SCT026 BKN040 26/24 Q1007 NOSIG,,Mist,,Winds variable
139,2024-04-24 19:00:00,26.0°C (78.8°F),24.0°C (75.2°F),"3.9 kts (2 m/s, 4.5 mph) Vrb",4.3 mi. (7 km),"Scattered clouds 2,600 ft. (792 m) Ceiling: Broken clouds 4,000 ft. (1,219 m)",29.74 in.Hg (1007 mB),89 %,"1,881 ft. (573 m)",No significant changes expected in the next two hours,Marginal Visual Meteorological Conditions,ZGSZ 241100Z 13002MPS 100V170 7000 SCT026 BKN040 26/24 Q1007 NOSIG,,,,Winds variable from East (100°) to South (170°)
140,2024-04-24 20:00:00,27.0°C (80.6°F),25.0°C (77.0°F),"5.8 kts (3 m/s, 6.7 mph) East-Southeast (120°)",6.2 mi. (10 km),"Scattered clouds 2,600 ft. (792 m) Ceiling: Broken clouds 4,000 ft. (1,219 m)",29.74 in.Hg (1007 mB),89 %,"2,017 ft. (615 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 241200Z 12003MPS 9999 SCT026 BKN040 27/25 Q1007 NOSIG,30.6°C (87.0°F),,,
141,2024-04-24 21:00:00,27.0°C (80.6°F),24.0°C (75.2°F),"7.8 kts (4 m/s, 8.9 mph) East-Southeast (110°)",5 mi. (8 km),"Scattered clouds 1,500 ft. (457 m) Few clouds with cumulonimbus 2,700 ft. (823 m) Ceiling: Broken clouds 4,000 ft. (1,219 m)",29.77 in.Hg (1008 mB),84 %,"1,960 ft. (597 m)",,Marginal Visual Meteorological Conditions,ZGSZ 241300Z 11004MPS 8000 -TSRA SCT015 FEW027CB BKN040 27/24 Q1008 BECMG AT1420 -SHRA,30.1°C (86.2°F),Light thunderstorm with rain,,
142,2024-04-24 22:00:00,24.0°C (75.2°F),22.0°C (71.6°F),"11.7 kts (6 m/s, 13.4 mph) Southeast (130°)",6.2 mi. (10 km),"Scattered clouds 1,500 ft. (457 m) Few clouds with cumulonimbus 2,700 ft. (823 m) Ceiling: Broken clouds 4,000 ft. (1,219 m)",29.80 in.Hg (1009 mB),89 %,"1,544 ft. (471 m)",,Visual Meteorological Conditions,ZGSZ 241400Z 13006MPS 9999 -TSRA SCT015 FEW027CB BKN040 24/22 Q1009 RESHRA BECMG AT1420 -SHRA,,"Light thunderstorm with rain, recent rain showers",,
143,2024-04-24 23:00:00,25.0°C (77.0°F),23.0°C (73.4°F),"5.8 kts (3 m/s, 6.7 mph) East-Southeast (110°)",6.2 mi. (10 km),"Few clouds 1,500 ft. (457 m) Few clouds with cumulonimbus 2,700 ft. (823 m) Ceiling: Broken clouds 4,000 ft. (1,219 m)",29.80 in.Hg (1009 mB),89 %,"1,678 ft. (512 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 241500Z 11003MPS 9999 -SHRA FEW015 FEW027CB BKN040 25/23 Q1009 NOSIG,,Light rain showers,,
144,2024-04-25 00:00:00,25.0°C (77.0°F),24.0°C (75.2°F),"7.8 kts (4 m/s, 8.9 mph) East-Southeast (120°)",6.2 mi. (10 km),"Few clouds 1,500 ft. (457 m) Ceiling: Broken clouds 4,000 ft. (1,219 m)",29.80 in.Hg (1009 mB),94 %,"1,701 ft. (518 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 241600Z 12004MPS 9999 -SHRA FEW015 BKN040 25/24 Q1009 NOSIG,,Light rain showers,,
145,2024-04-25 01:00:00,26.0°C (78.8°F),24.0°C (75.2°F),"7.8 kts (4 m/s, 8.9 mph) East-Southeast (120°)",6.2 mi. (10 km),"Few clouds 2,000 ft. (610 m) Ceiling: Broken clouds 4,000 ft. (1,219 m)",29.77 in.Hg (1008 mB),89 %,"1,848 ft. (563 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 241700Z 12004MPS 9999 FEW020 BKN040 26/24 Q1008 NOSIG,,,,
146,2024-04-25 02:00:00,26.0°C (78.8°F),24.0°C (75.2°F),"9.7 kts (5 m/s, 11.2 mph) East-Southeast (120°)",6.2 mi. (10 km),"Few clouds 2,000 ft. (610 m) Ceiling: Broken clouds 4,000 ft. (1,219 m)",29.74 in.Hg (1007 mB),89 %,"1,881 ft. (573 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 241800Z 12005MPS 9999 FEW020 BKN040 26/24 Q1007 NOSIG,,,,
147,2024-04-25 03:00:00,25.0°C (77.0°F),23.0°C (73.4°F),"9.7 kts (5 m/s, 11.2 mph) Vrb",6.2 mi. (10 km),"Few clouds 2,000 ft. (610 m) Ceiling: Broken clouds 4,000 ft. (1,219 m)",29.74 in.Hg (1007 mB),89 %,"1,746 ft. (532 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 241900Z 10005MPS 080V150 9999 FEW020 BKN040 25/23 Q1007 NOSIG,,,,Winds variable from East (80°) to South-Southeast (150°)
148,2024-04-25 04:00:00,26.0°C (78.8°F),24.0°C (75.2°F),"9.7 kts (5 m/s, 11.2 mph) East-Southeast (120°)",6.2 mi. (10 km),"Few clouds 1,500 ft. (457 m) Ceiling: Broken clouds 4,000 ft. (1,219 m)",29.71 in.Hg (1006 mB),89 %,"1,915 ft. (584 m)",,Visual Meteorological Conditions,ZGSZ 242000Z 12005MPS 9999 -SHRA FEW015 BKN040 26/24 Q1006 BECMG AT2040 SHRA,,Light rain showers,,
149,2024-04-25 05:00:00,26.0°C (78.8°F),24.0°C (75.2°F),"9.7 kts (5 m/s, 11.2 mph) Southeast (130°)",6.2 mi. (10 km),"Few clouds 2,000 ft. (610 m) Ceiling: Broken clouds 4,000 ft. (1,219 m)",29.71 in.Hg (1006 mB),89 %,"1,915 ft. (584 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 242100Z 13005MPS 9999 FEW020 BKN040 26/24 Q1006 NOSIG,,,,
150,2024-04-25 06:00:00,26.0°C (78.8°F),24.0°C (75.2°F),"7.8 kts (4 m/s, 8.9 mph) Vrb",6.2 mi. (10 km),"Few clouds 2,000 ft. (610 m) Ceiling: Broken clouds 4,000 ft. (1,219 m)",29.71 in.Hg (1006 mB),89 %,"1,915 ft. (584 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 242200Z 11004MPS 080V140 9999 -SHRA FEW020 BKN040 26/24 Q1006 NOSIG,,Light rain showers,,Winds variable from East (80°) to Southeast (140°)
151,2024-04-25 07:00:00,25.0°C (77.0°F),23.0°C (73.4°F),"7.8 kts (4 m/s, 8.9 mph) East-Southeast (120°)",6.2 mi. (10 km),"Few clouds 2,000 ft. (610 m) Ceiling: Broken clouds 4,000 ft. (1,219 m)",29.74 in.Hg (1007 mB),89 %,"1,746 ft. (532 m)",,Visual Meteorological Conditions,ZGSZ 242300Z 12004MPS 9999 -SHRA FEW020 BKN040 25/23 Q1007 BECMG AT0040 18005MPS,,Light rain showers,,
152,2024-04-25 08:00:00,26.0°C (78.8°F),24.0°C (75.2°F),"7.8 kts (4 m/s, 8.9 mph) Southeast (140°)",6.2 mi. (10 km),"Few clouds 2,000 ft. (610 m) Ceiling: Broken clouds 4,600 ft. (1,402 m)",29.74 in.Hg (1007 mB),89 %,"1,881 ft. (573 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 250000Z 14004MPS 9999 FEW020 BKN046 26/24 Q1007 NOSIG,,,,
153,2024-04-25 09:00:00,27.0°C (80.6°F),25.0°C (77.0°F),"9.7 kts (5 m/s, 11.2 mph) Vrb",6.2 mi. (10 km),"Scattered clouds 2,000 ft. (610 m) Ceiling: Broken clouds 4,600 ft. (1,402 m)",29.77 in.Hg (1008 mB),89 %,"1,984 ft. (605 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 250100Z 15005MPS 120V180 9999 SCT020 BKN046 27/25 Q1008 NOSIG,30.6°C (87.0°F),,,Winds variable from East-Southeast (120°) to South (180°)
154,2024-04-25 10:00:00,26.0°C (78.8°F),24.0°C (75.2°F),"9.7 kts (5 m/s, 11.2 mph) South (190°)",6.2 mi. (10 km),"Scattered clouds 1,600 ft. (488 m) Few clouds with cumulonimbus 3,000 ft. (914 m) Ceiling: Broken clouds 4,600 ft. (1,402 m)",29.77 in.Hg (1008 mB),89 %,"1,848 ft. (563 m)",,Visual Meteorological Conditions,ZGSZ 250200Z 19005MPS 9999 -SHRA SCT016 FEW030CB BKN046 26/24 Q1008 RESHRA BECMG AT0215 +SHRA,,"Light rain showers, recent rain showers",,
155,2024-04-25 11:00:00,25.0°C (77.0°F),25.0°C (77.0°F),"7.8 kts (4 m/s, 8.9 mph) South (190°)",3.7 mi. (6 km),"Few clouds 500 ft. (152 m) Few clouds with cumulonimbus 3,000 ft. (914 m) Ceiling: Broken clouds 4,600 ft. (1,402 m)",29.74 in.Hg (1007 mB),100 %,"1,792 ft. (546 m)",No significant changes expected in the next two hours,Marginal Visual Meteorological Conditions,ZGSZ 250300Z 19004MPS 6000 -SHRA FEW005 FEW030CB BKN046 25/25 Q1007 RETSRA NOSIG,,"Light rain showers, RETSRA",,
156,2024-04-25 12:00:00,26.0°C (78.8°F),25.0°C (77.0°F),"5.8 kts (3 m/s, 6.7 mph) South (170°)",5 mi. (8 km),"Few clouds 1,000 ft. (305 m) Few clouds with cumulonimbus 2,300 ft. (701 m) Ceiling: Broken clouds 4,600 ft. (1,402 m)",29.71 in.Hg (1006 mB),94 %,"1,939 ft. (591 m)",No significant changes expected in the next two hours,Marginal Visual Meteorological Conditions,ZGSZ 250400Z 17003MPS 8000 -SHRA FEW010 FEW023CB BKN046 26/25 Q1006 RESHRA NOSIG,,"Light rain showers, recent rain showers",,
157,2024-04-25 13:00:00,28.0°C (82.4°F),25.0°C (77.0°F),"11.7 kts (6 m/s, 13.4 mph) South-Southeast (160°)",6.2 mi. (10 km),"Few clouds 2,000 ft. (610 m)",29.71 in.Hg (1006 mB),84 %,"2,163 ft. (659 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 250500Z 16006MPS 9999 FEW020 28/25 Q1006 NOSIG,32.7°C (90.9°F),,,
158,2024-04-25 14:00:00,27.0°C (80.6°F),24.0°C (75.2°F),"7.8 kts (4 m/s, 8.9 mph) South (170°)",,Sky clear,29.71 in.Hg (1006 mB),84 %,"2,028 ft. (618 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 250600Z 17004MPS CAVOK 27/24 Q1006 NOSIG,30.1°C (86.2°F),,,
159,2024-04-25 15:00:00,27.0°C (80.6°F),22.0°C (71.6°F),"11.7 kts (6 m/s, 13.4 mph) South-Southwest (200°)",6.2 mi. (10 km),"Scattered clouds 4,300 ft. (1,311 m)",29.68 in.Hg (1005 mB),74 %,"2,018 ft. (615 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 250700Z 20006MPS 9999 SCT043 27/22 Q1005 NOSIG,29.3°C (84.8°F),,,
160,2024-04-25 16:00:00,26.0°C (78.8°F),23.0°C (73.4°F),"5.8 kts (3 m/s, 6.7 mph) Vrb",5 mi. (8 km),"Few clouds 1,200 ft. (366 m) Few clouds with towering cumulus 2,300 ft. (701 m) Scattered clouds 4,300 ft. (1,311 m)",29.65 in.Hg (1004 mB),84 %,"1,961 ft. (598 m)",,Marginal Visual Meteorological Conditions,ZGSZ 250800Z 16003MPS 140V200 8000 SHRA FEW012 FEW023TCU SCT043 26/23 Q1004 BECMG AT0830 -SHRA,,Rain showers,,Winds variable from Southeast (140°) to South-Southwest (200°)
161,2024-04-25 17:00:00,27.0°C (80.6°F),23.0°C (73.4°F),"1.9 kts (1 m/s, 2.2 mph) Vrb",6.2 mi. (10 km),"Few clouds 5,300 ft. (1,615 m)",29.65 in.Hg (1004 mB),79 %,"2,073 ft. (632 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 250900Z VRB01MPS 9999 FEW053 27/23 Q1004 NOSIG,29.7°C (85.5°F),,,Winds variable
162,2024-04-25 18:00:00,27.0°C (80.6°F),23.0°C (73.4°F),"3.9 kts (2 m/s, 4.5 mph) Vrb",6.2 mi. (10 km),"Scattered clouds 5,300 ft. (1,615 m)",29.65 in.Hg (1004 mB),79 %,"2,073 ft. (632 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 251000Z 11002MPS 070V140 9999 SCT053 27/23 Q1004 NOSIG,29.7°C (85.5°F),,,Winds variable from East-Northeast (70°) to Southeast (140°)
163,2024-04-25 19:00:00,27.0°C (80.6°F),23.0°C (73.4°F),"5.8 kts (3 m/s, 6.7 mph) Vrb",6.2 mi. (10 km),"Few clouds 2,000 ft. (610 m)",29.68 in.Hg (1005 mB),79 %,"2,039 ft. (622 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 251100Z 12003MPS 090V150 9999 FEW020 27/23 Q1005 NOSIG,29.7°C (85.5°F),,,Winds variable from East (90°) to South-Southeast (150°)
164,2024-04-25 20:00:00,26.0°C (78.8°F),23.0°C (73.4°F),"7.8 kts (4 m/s, 8.9 mph) East-Southeast (120°)",,Sky clear,29.68 in.Hg (1005 mB),84 %,"1,927 ft. (587 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 251200Z 12004MPS CAVOK 26/23 Q1005 NOSIG,,,,
165,2024-04-25 21:00:00,27.0°C (80.6°F),24.0°C (75.2°F),"7.8 kts (4 m/s, 8.9 mph) Southeast (140°)",6.2 mi. (10 km),"Scattered clouds 3,300 ft. (1,006 m)",29.68 in.Hg (1005 mB),84 %,"2,062 ft. (628 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 251300Z 14004MPS 9999 SCT033 27/24 Q1005 NOSIG,30.1°C (86.2°F),,,
166,2024-04-25 22:00:00,27.0°C (80.6°F),25.0°C (77.0°F),"9.7 kts (5 m/s, 11.2 mph) South-Southeast (150°)",6.2 mi. (10 km),"Scattered clouds 3,300 ft. (1,006 m)",29.71 in.Hg (1006 mB),89 %,"2,051 ft. (625 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 251400Z 15005MPS 9999 SCT033 27/25 Q1006 NOSIG,30.6°C (87.0°F),,,
167,2024-04-25 23:00:00,27.0°C (80.6°F),25.0°C (77.0°F),"13.6 kts (7 m/s, 15.7 mph) South-Southeast (160°)",6.2 mi. (10 km),"Few clouds 2,000 ft. (610 m) Scattered clouds 5,000 ft. (1,524 m)",29.71 in.Hg (1006 mB),89 %,"2,051 ft. (625 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 251500Z 16007MPS 9999 FEW020 SCT050 27/25 Q1006 NOSIG,30.6°C (87.0°F),,,
168,2024-04-26 00:00:00,27.0°C (80.6°F),25.0°C (77.0°F),"7.8 kts (4 m/s, 8.9 mph) South-Southeast (160°)",6.2 mi. (10 km),"Few clouds 2,000 ft. (610 m) Scattered clouds 4,000 ft. (1,219 m)",29.71 in.Hg (1006 mB),89 %,"2,051 ft. (625 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 251600Z 16004MPS 9999 FEW020 SCT040 27/25 Q1006 NOSIG,30.6°C (87.0°F),,,
169,2024-04-26 01:00:00,27.0°C (80.6°F),25.0°C (77.0°F),"5.8 kts (3 m/s, 6.7 mph) South-Southeast (150°)",6.2 mi. (10 km),"Few clouds 2,000 ft. (610 m) Scattered clouds 4,000 ft. (1,219 m)",29.68 in.Hg (1005 mB),89 %,"2,085 ft. (636 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 251700Z 15003MPS 9999 FEW020 SCT040 27/25 Q1005 NOSIG,30.6°C (87.0°F),,,
170,2024-04-26 02:00:00,28.0°C (82.4°F),24.0°C (75.2°F),"9.7 kts (5 m/s, 11.2 mph) Southeast (140°)",6.2 mi. (10 km),"Few clouds 2,500 ft. (762 m) Scattered clouds 4,000 ft. (1,219 m)",29.65 in.Hg (1004 mB),79 %,"2,207 ft. (673 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 251800Z 14005MPS 9999 FEW025 SCT040 28/24 Q1004 NOSIG,32.0°C (89.6°F),,,
171,2024-04-26 03:00:00,27.0°C (80.6°F),24.0°C (75.2°F),"9.7 kts (5 m/s, 11.2 mph) Southeast (140°)",6.2 mi. (10 km),"Few clouds 2,000 ft. (610 m) Scattered clouds 3,300 ft. (1,006 m)",29.62 in.Hg (1003 mB),84 %,"2,129 ft. (649 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 251900Z 14005MPS 9999 FEW020 SCT033 27/24 Q1003 NOSIG,30.1°C (86.2°F),,,
172,2024-04-26 04:00:00,27.0°C (80.6°F),25.0°C (77.0°F),"11.7 kts (6 m/s, 13.4 mph) Vrb",6.2 mi. (10 km),"Few clouds 2,000 ft. (610 m) Scattered clouds 3,000 ft. (914 m)",29.62 in.Hg (1003 mB),89 %,"2,153 ft. (656 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 252000Z 19006MPS 160V240 9999 FEW020 SCT030 27/25 Q1003 NOSIG,30.6°C (87.0°F),,,Winds variable from South-Southeast (160°) to West-Southwest (240°)
173,2024-04-26 05:00:00,27.0°C (80.6°F),25.0°C (77.0°F),"8 kts (4.1 m/s, 9.2 mph) West-Northwest (300°)",6.2 mi. (10 km),"Scattered clouds 1,500 ft. (457 m) Few clouds with cumulonimbus 2,000 ft. (610 m) Ceiling: Broken clouds 3,000 ft. (914 m)",29.62 in.Hg (1003 mB),89 %,"2,153 ft. (656 m)",,Visual Meteorological Conditions,ZGSZ 252100Z 20005MPS 9999 -SHRA SCT015 FEW020CB BKN030 27/25 Q1003 BECMG AT2240 30008G15MPS 2000 +TSRA,30.6°C (87.0°F),Light rain showers,"29.2 kts (15 m/s, 33.6 mph)",
174,2024-04-26 06:00:00,26.0°C (78.8°F),25.0°C (77.0°F),"8 kts (4.1 m/s, 9.2 mph) West-Northwest (300°)",6.2 mi. (10 km),"Scattered clouds 1,500 ft. (457 m) Few clouds with cumulonimbus 2,000 ft. (610 m) Ceiling: Broken clouds 3,000 ft. (914 m)",29.62 in.Hg (1003 mB),94 %,"2,041 ft. (622 m)",,Visual Meteorological Conditions,ZGSZ 252200Z 17006MPS 9999 -SHRA SCT015 FEW020CB BKN030 26/25 Q1003 BECMG AT2240 30008G15MPS 2000 +TSRA,,Light rain showers,"29.2 kts (15 m/s, 33.6 mph)",
175,2024-04-26 07:00:00,26.0°C (78.8°F),25.0°C (77.0°F),"11.7 kts (6 m/s, 13.4 mph) South (180°)",6.2 mi. (10 km),"Scattered clouds 1,500 ft. (457 m) Few clouds with cumulonimbus 2,000 ft. (610 m) Ceiling: Broken clouds 4,000 ft. (1,219 m)",29.65 in.Hg (1004 mB),94 %,"2,007 ft. (612 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 252300Z 18006MPS 9999 -SHRA SCT015 FEW020CB BKN040 26/25 Q1004 NOSIG,,Light rain showers,,
176,2024-04-26 08:00:00,25.0°C (77.0°F),25.0°C (77.0°F),"8 kts (4.1 m/s, 9.2 mph) West-Northwest (300°)",6.2 mi. (10 km),"Scattered clouds 1,000 ft. (305 m) Few clouds with cumulonimbus 2,000 ft. (610 m) Ceiling: Broken clouds 3,600 ft. (1,097 m)",29.65 in.Hg (1004 mB),100 %,"1,894 ft. (577 m)",,Visual Meteorological Conditions,ZGSZ 260000Z 20006MPS 9999 -SHRA SCT010 FEW020CB BKN036 25/25 Q1004 BECMG AT0020 30008G15MPS 2000 +TSRA,,Light rain showers,"29.2 kts (15 m/s, 33.6 mph)",
177,2024-04-26 09:00:00,23.0°C (73.4°F),22.0°C (71.6°F),"7.8 kts (4 m/s, 8.9 mph) Vrb",6.2 mi. (10 km),"Few clouds 1,600 ft. (488 m) Few clouds with cumulonimbus 2,600 ft. (792 m) Ceiling: Broken clouds 4,300 ft. (1,311 m)",29.71 in.Hg (1006 mB),94 %,"1,531 ft. (467 m)",,Visual Meteorological Conditions,ZGSZ 260100Z 05004MPS 010V070 9999 -TSRA FEW016 FEW026CB BKN043 23/22 Q1006 RESHRA BECMG AT0150 -SHRA,,"Light thunderstorm with rain, recent rain showers",,Winds variable from North (10°) to East-Northeast (70°)
178,2024-04-26 10:00:00,23.0°C (73.4°F),23.0°C (73.4°F),"9.7 kts (5 m/s, 11.2 mph) Vrb",2.5 mi. (4 km),"Scattered clouds 1,500 ft. (457 m) Few clouds with cumulonimbus 2,600 ft. (792 m) Ceiling: Broken clouds 3,300 ft. (1,006 m)",29.68 in.Hg (1005 mB),100 %,"1,587 ft. (484 m)",,Instrument Meteorological Conditions,ZGSZ 260200Z 01005MPS 330V040 4000 TSRA SCT015 FEW026CB BKN033 23/23 Q1005 BECMG AT0240 -SHRA,,Thunderstorm with rain,,Winds variable from North-Northwest (330°) to Northeast (40°)
179,2024-04-26 11:00:00,25.0°C (77.0°F),23.0°C (73.4°F),"5.8 kts (3 m/s, 6.7 mph) Vrb",5 mi. (8 km),"Scattered clouds 2,300 ft. (701 m) Few clouds with cumulonimbus 2,600 ft. (792 m) Ceiling: Broken clouds 5,000 ft. (1,524 m)",29.68 in.Hg (1005 mB),89 %,"1,814 ft. (553 m)",,Marginal Visual Meteorological Conditions,ZGSZ 260300Z 06003MPS 030V090 8000 -SHRA SCT023 FEW026CB BKN050 25/23 Q1005 BECMG AT0310 -TSRA,,Light rain showers,,Winds variable from North-Northeast (30°) to East (90°)
180,2024-04-26 12:00:00,25.0°C (77.0°F),23.0°C (73.4°F),"5.8 kts (3 m/s, 6.7 mph) East-Northeast (60°)",3.7 mi. (6 km),"Scattered clouds 2,000 ft. (610 m) Few clouds with cumulonimbus 2,600 ft. (792 m) Ceiling: Broken clouds 3,300 ft. (1,006 m)",29.65 in.Hg (1004 mB),89 %,"1,848 ft. (563 m)",,Marginal Visual Meteorological Conditions,ZGSZ 260400Z 06003MPS 6000 +SHRA SCT020 FEW026CB BKN033 25/23 Q1004 RETS BECMG AT0415 -SHRA,,"Heavy rain showers, RETS",,
181,2024-04-26 13:00:00,26.0°C (78.8°F),24.0°C (75.2°F),"5.8 kts (3 m/s, 6.7 mph) East-Southeast (120°)",6.2 mi. (10 km),"Scattered clouds 2,000 ft. (610 m) Ceiling: Broken clouds 4,300 ft. (1,311 m)",29.62 in.Hg (1003 mB),89 %,"2,017 ft. (615 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 260500Z 12003MPS 9999 SCT020 BKN043 26/24 Q1003 RETS NOSIG,,RETS,,
182,2024-04-26 14:00:00,29.0°C (84.2°F),25.0°C (77.0°F),"7.8 kts (4 m/s, 8.9 mph) South-Southeast (160°)",6.2 mi. (10 km),"Scattered clouds 4,300 ft. (1,311 m)",29.59 in.Hg (1002 mB),79 %,"2,410 ft. (735 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 260600Z 16004MPS 9999 SCT043 29/25 Q1002 NOSIG,34.6°C (94.3°F),,,
183,2024-04-26 15:00:00,28.0°C (82.4°F),26.0°C (78.8°F),"9.7 kts (5 m/s, 11.2 mph) South-Southeast (160°)",6.2 mi. (10 km),"Few clouds 4,300 ft. (1,311 m)",29.59 in.Hg (1002 mB),89 %,"2,324 ft. (708 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 260700Z 16005MPS 9999 FEW043 28/26 Q1002 NOSIG,33.5°C (92.3°F),,,
184,2024-04-26 16:00:00,28.0°C (82.4°F),26.0°C (78.8°F),"13.6 kts (7 m/s, 15.7 mph) South-Southeast (160°)",6.2 mi. (10 km),"Few clouds 4,300 ft. (1,311 m)",29.56 in.Hg (1001 mB),89 %,"2,358 ft. (719 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 260800Z 16007MPS 9999 FEW043 28/26 Q1001 NOSIG,33.5°C (92.3°F),,,
185,2024-04-26 17:00:00,28.0°C (82.4°F),26.0°C (78.8°F),"13.6 kts (7 m/s, 15.7 mph) South-Southeast (160°)",6.2 mi. (10 km),"Few clouds 4,300 ft. (1,311 m)",29.56 in.Hg (1001 mB),89 %,"2,358 ft. (719 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 260900Z 16007MPS 9999 FEW043 28/26 Q1001 NOSIG,33.5°C (92.3°F),,,
186,2024-04-26 18:00:00,27.0°C (80.6°F),26.0°C (78.8°F),"13.6 kts (7 m/s, 15.7 mph) South-Southeast (150°)",6.2 mi. (10 km),"Scattered clouds 4,300 ft. (1,311 m)",29.56 in.Hg (1001 mB),94 %,"2,246 ft. (685 m)",,Visual Meteorological Conditions,ZGSZ 261000Z 15007MPS 9999 SCT043 27/26 Q1001 BECMG AT1110 33007MPS 2500 TSRA,31.1°C (87.9°F),,,
187,2024-04-26 19:00:00,27.0°C (80.6°F),26.0°C (78.8°F),"9.7 kts (5 m/s, 11.2 mph) South-Southeast (160°)",6.2 mi. (10 km),"Few clouds 1,500 ft. (457 m) Few clouds with cumulonimbus 2,700 ft. (823 m) Ceiling: Broken clouds 4,000 ft. (1,219 m)",29.62 in.Hg (1003 mB),94 %,"2,178 ft. (664 m)",,Visual Meteorological Conditions,ZGSZ 261100Z 16005MPS 9999 VCTS -SHRA FEW015 FEW027CB BKN040 27/26 Q1003 BECMG AT1130 -TSRA,31.1°C (87.9°F),"Thunderstorms in the vicinity, light rain showers",,
188,2024-04-26 20:00:00,25.0°C (77.0°F),24.0°C (75.2°F),"13.6 kts (7 m/s, 15.7 mph) South (170°)",6.2 mi. (10 km),"Few clouds 1,500 ft. (457 m) Few clouds with cumulonimbus 2,700 ft. (823 m) Ceiling: Broken clouds 4,000 ft. (1,219 m)",29.59 in.Hg (1002 mB),94 %,"1,938 ft. (591 m)",,Visual Meteorological Conditions,ZGSZ 261200Z 17007MPS 9999 TSRA FEW015 FEW027CB BKN040 25/24 Q1002 BECMG AT1240 -SHRA,,Thunderstorm with rain,,
189,2024-04-26 21:00:00,26.0°C (78.8°F),25.0°C (77.0°F),"13.6 kts (7 m/s, 15.7 mph) South (170°)",6.2 mi. (10 km),"Few clouds 200 ft. (61 m) Scattered clouds 1,500 ft. (457 m) Few clouds with cumulonimbus 2,700 ft. (823 m) Ceiling: Broken clouds 3,300 ft. (1,006 m)",29.65 in.Hg (1004 mB),94 %,"2,007 ft. (612 m)",,Visual Meteorological Conditions,ZGSZ 261300Z 17007MPS 9999 FEW002 SCT015 FEW027CB BKN033 26/25 Q1004 BECMG AT1340 TSRA,,,,
