flightDate,flightNo,regNo,status,destAirportName,ptd,atd,depDelayTime,depTerminal,gate,eta
2024-04-20,9C8918,B322P,到达,上海虹桥,10:05,10:52,延误47,T3,502,12:36
2024-04-20,3U3651,B8326,到达,西昌青山,06:55,10:54,延误239,T3,48,13:14
2024-04-20,CZ3087,B8366,到达,台北桃园,09:30,11:03,延误93,T3,3,12:21
2024-04-20,DZ6235,B1159,到达,宜昌三峡,10:45,11:06,延误21,T3,525,13:07
2024-04-20,DZ6217,B1575,到达,无锡硕放,10:55,11:09,延误14,T3,27,13:06
2024-04-20,HO1890,B20DT,到达,上海虹桥,11:00,11:11,延误11,T3,560,12:45
2024-04-20,ZH9455,B5772,到达,昆明长水,11:10,11:15,延误5,T3,76,13:27
2024-04-20,ZH9415,B1036,到达,成都双流,08:30,11:17,延误167,T3,543,13:22
2024-04-20,DZ6281,B1415,到达,荆州沙市,10:50,11:20,延误30,T3,508,13:17
2024-04-20,CZ3559,B6379,到达,南京禄口,08:15,11:21,延误186,T3,34,13:10
2024-04-20,HU7851,B1997,到达,乌鲁木齐地窝堡,11:00,11:26,延误26,T3,530,16:28
2024-04-20,HU7393,B6998,到达,杭州萧山,10:25,11:30,延误65,T3,63,12:56
2024-04-20,A67281,B321U,到达,六盘水月照,11:00,11:30,延误30,T3,61B,13:31
2024-04-20,ZH9805,B1516,到达,无锡硕放,10:10,11:36,延误86,T3,22,13:32
2024-04-20,ZH9637,B207E,到达,长春龙嘉,07:00,11:38,延误278,T3,65,15:23
2024-04-20,ZH9523,B8635,到达,上海浦东,08:25,11:40,延误195,T3,52,13:23
2024-04-20,ZH9235,B8693,到达,西宁曹家堡,07:20,11:42,延误262,T3,32,14:46
2024-04-20,MF8384,B7179,到达,杭州萧山,10:20,11:47,延误87,T3,23,13:25
2024-04-20,ZH9209,B32DS,到达,西安咸阳,07:05,11:54,延误289,T3,27,14:22
2024-04-20,CZ3089,B30FX,到达,首尔仁川国际,08:35,11:59,延误204,T3,1,15:59
2024-04-20,CZ3876,B5716,到达,义乌,11:05,12:04,延误59,T3,31,13:39
2024-04-20,ZH9421,B206M,到达,重庆江北,08:20,12:05,延误225,T3,568A,14:00
2024-04-20,ZH9945,B1016,到达,昭通昭阳,07:15,12:08,延误293,T3,527,14:08
2024-04-20,ZH9887,B5618,到达,合肥新桥,08:40,12:11,延误211,T3,509,13:46
2024-04-20,ZH9601,B206Z,到达,沈阳桃仙,08:55,12:13,延误198,T3,76,15:35
2024-04-20,ZH9137,B6360,到达,石家庄正定,07:20,12:16,延误296,T3,564,15:14
2024-04-20,ZH8965,B5619,到达,宁波栎社,08:45,12:18,延误213,T3,72,14:01
2024-04-20,CZ6095,B6657,到达,胡志明市新山一国际,11:40,12:20,延误40,T3,11,13:28
2024-04-20,ZH9807,B5608,到达,无锡硕放,11:35,12:22,延误47,T3,565,14:17
2024-04-20,HU7870,B5661,到达,西安咸阳,11:35,12:24,延误49,T3,547A,15:01
2024-04-20,DZ6205,B224A,到达,成都天府,08:15,12:26,延误251,T3,542,14:30
2024-04-20,HU7175,B1927,到达,成都天府,11:55,12:34,延误39,T3,49,14:47
2024-04-20,DZ6239,B224C,到达,成都天府,09:05,12:38,延误213,T3,545B,14:59
2024-04-20,Y87561,B1313,到达,临汾尧都,12:00,12:42,延误42,T3,56,15:31
2024-04-20,CZ3553,B8426,到达,上海虹桥,09:00,12:45,延误225,T3,20,14:27
2024-04-20,ZH9957,B1710,到达,宜宾五粮液,07:40,12:47,延误307,T3,77,14:55
2024-04-20,ZH9877,B5377,到达,杭州萧山,11:45,12:49,延误64,T3,35,14:28
2024-04-20,CZ8735,B30E6,到达,青岛胶东,09:05,12:53,延误228,T3,66,15:29
2024-04-20,ZH9629,B8413,到达,扬州泰州,09:40,12:55,延误195,T3,72,14:47
2024-04-20,CZ3171,B8992,到达,北京大兴,07:30,12:57,延误327,T3,36,15:59
2024-04-20,ZH9023,B8181,到达,新加坡樟宜,12:40,12:58,延误18,T3,8,16:40
2024-04-20,CZ3565,B6909,到达,合肥新桥,09:00,13:00,延误240,T3,28,14:38
2024-04-20,KE828,HL7540,到达,首尔仁川国际,12:45,13:07,延误22,,3,17:23
2024-04-20,CA868,B307C,到达,北京首都,07:55,13:09,延误314,T3,21A,16:20
2024-04-20,CZ3213,B6378,到达,西安咸阳,08:00,13:11,延误311,T3,549A,15:42
2024-04-20,CZ3351,B6687,到达,常州奔牛,08:45,13:13,延误268,T3,78,15:05
2024-04-20,ZH9839,B1376,到达,南京禄口,09:25,13:16,延误231,T3,65,15:00
2024-04-20,ZH9239,B1160,到达,乌鲁木齐地窝堡,10:35,13:17,延误162,T3,507A,18:50
2024-04-20,ZH9505,B32DT,到达,上海浦东,09:15,13:19,延误244,T3,568B,15:11
2024-04-20,HU7702,B1546,到达,北京首都,10:50,13:22,延误152,T3,562,15:51
2024-04-20,ZH9033,B5737,到达,首尔仁川国际,11:10,13:24,延误134,T3,5,17:24
2024-04-20,MU2868,B302Z,到达,南京禄口,11:10,13:27,延误137,T3,547B,15:20
2024-04-20,ZH9809,B5413,到达,无锡硕放,12:10,13:29,延误79,T3,521,15:31
2024-04-20,DZ6257,B204N,到达,南京禄口,10:00,13:32,延误212,T3,520,15:33
2024-04-20,CZ6385,B6661,到达,沈阳桃仙,09:10,13:35,延误265,T3,71,16:50
2024-04-20,HU7155,B1490,到达,南京禄口,12:55,13:38,延误43,T3,567,15:38
2024-04-20,HU7745,B5735,到达,徐州观音,13:10,13:41,延误31,T3,76,15:43
2024-04-20,HU7723,B6527,到达,上海浦东,13:25,13:44,延误19,T3,38,15:41
2024-04-20,CZ3551,B1806,到达,上海虹桥,12:00,13:50,延误110,T3,561,15:35
2024-04-20,ZH9101,B8865,到达,北京首都,07:30,13:52,延误382,T3,543,16:59
2024-04-20,CZ5795,B7968,到达,乌鲁木齐地窝堡,09:10,13:57,延误287,T3,73,19:08
2024-04-20,MU2320,B9943,到达,吉安井冈山,12:45,14:00,延误75,T3,43,15:23
2024-04-20,ZH9067,B1017,到达,伦敦希思罗,13:35,14:02,延误27,T3,4,19:54
2024-04-20,CZ6833,B6912,到达,大连周水子,09:30,14:05,延误275,T3,77,16:58
2024-04-20,CZ5755,B6910,到达,安康富强,08:55,14:06,延误311,T3,64,16:38
2024-04-20,CZ3369,B6339,到达,温州龙湾,10:15,14:10,延误235,T3,68,15:41
2024-04-20,CZ3683,B1697,到达,菏泽牡丹,08:10,14:14,延误364,T3,69,17:07
2024-04-20,CZ6751,B6307,到达,上海浦东,09:50,14:18,延误268,T3,75,16:06
2024-04-20,ZH8981,B206Y,到达,南京禄口,11:10,14:22,延误192,T3,528A,16:24
2024-04-20,HU7026,B5520,到达,海口美兰,14:05,14:25,延误20,T3,76,15:30
2024-04-20,CZ3465,B324R,到达,重庆江北,08:10,14:30,延误380,T3,37,16:24
2024-04-20,CZ8711,B8365,到达,杭州萧山,10:30,14:33,延误243,T3,544,16:07
2024-04-20,AK1521,9MRAD,到达,哥打京那巴鲁国际,13:40,14:35,延误55,,1,17:14
2024-04-20,CA1738,B8800,到达,杭州萧山,10:55,14:36,延误221,T3,26,16:10
2024-04-20,CZ3255,B1845,到达,上海虹桥,11:00,14:39,延误219,T3,72,16:24
2024-04-20,CZ5378,B1780,到达,贵阳龙洞堡,09:20,14:41,延误321,T3,63,16:25
2024-04-20,CZ8467,B6629,到达,金边国际,13:55,14:43,延误48,T3,11,15:57
2024-04-20,CZ3797,B6353,到达,杭州萧山,11:30,14:45,延误195,T3,64,16:25
2024-04-20,MU5760,B1383,到达,昆明长水,13:25,14:47,延误82,T3,59,17:11
2024-04-20,ZH9921,B1476,到达,南通兴东,10:10,14:50,延误280,T3,33,16:42
2024-04-20,CZ3613,B30E7,到达,长春龙嘉,08:20,14:52,延误392,T3,62B,19:23
2024-04-20,CZ8469,B6659,到达,河内内排国际,14:45,14:53,延误8,T3,10,15:40
2024-04-20,ZH9051,B1377,到达,东京成田,12:25,14:56,延误151,T3,10,19:47
2024-04-20,ZH8951,B6571,到达,温州龙湾,10:25,15:06,延误281,T3,566B,16:38
2024-04-20,CA4330,B6497,到达,成都天府,14:30,15:12,延误42,T3,52,17:38
2024-04-20,CZ6921,B309X,到达,淮安涟水,11:45,15:14,延误209,T3,73,17:28
2024-04-20,CZ3151,B1880,到达,北京大兴,08:30,15:17,延误407,T3,39,18:49
2024-04-20,MU5342,B206K,到达,上海虹桥,14:05,15:21,延误76,T3,503,17:04
2024-04-20,CZ8697,B6978,到达,三亚凤凰,14:55,15:24,延误29,T3,69,16:47
2024-04-20,ZH9623,B8077,到达,哈尔滨太平,08:30,15:26,延误416,T3,77,20:13
2024-04-20,GJ8966,B329Q,到达,杭州萧山,13:40,15:28,延误108,T3,78,17:04
2024-04-20,MF8346,B7819,到达,杭州萧山,14:15,15:33,延误78,T3,570,17:07
2024-04-20,ZH8063,B8219,到达,大阪关西国际,11:05,15:39,延误274,T3,4,19:54
2024-04-20,ZH9237,B307M,到达,兰州中川,12:00,15:44,延误224,T3,53,18:57
2024-04-20,CZ6300,B2285,到达,大连周水子,12:10,15:46,延误216,T3,76,18:51
2024-04-20,ZH9129,B1713,到达,武汉天河,08:50,15:49,延误419,T3,73,17:55
2024-04-20,ZH9879,B309P,到达,杭州萧山,14:00,15:52,延误112,T3,549B,17:35
2024-04-20,CZ5843,B1626,到达,青岛胶东,11:50,16:03,延误253,T3,65,18:50
2024-04-20,ZH9141,B6358,到达,运城盐湖,09:05,16:07,延误422,T3,61A,19:14
2024-04-20,HU7725,B5467,到达,上海浦东,14:50,16:11,延误81,T3,47,18:02
2024-04-20,HU7704,B7880,到达,北京首都,15:00,16:14,延误74,T3,546,19:30
2024-04-20,ZH9029,B1685,到达,吉隆坡国际,15:45,16:17,延误32,T3,10,19:49
2024-04-20,CZ8597,B30F8,到达,杭州萧山,13:00,16:29,延误209,T3,71,18:10
2024-04-20,CZ6481,B30EC,到达,哈尔滨太平,09:20,16:33,延误433,T3,21,20:52
2024-04-20,CZ8323,B1616,到达,曼谷素万那普国际,16:00,16:36,延误36,T3,3,18:10
2024-04-20,ZH9229,B6567,到达,银川河东,10:50,17:59,延误429,T3,73,21:01
2024-04-20,ZH8015,B1478,到达,河内内排国际,16:35,18:02,延误87,T3,11,18:37
2024-04-20,CZ8764,B5021,到达,郑州新郑,09:45,18:09,延误504,T3,25,20:25
2024-04-20,CZ8477,B6355,到达,成都天府,10:35,18:13,延误458,T3,69,20:24
2024-04-20,ZH9325,B9910,到达,三亚凤凰,16:10,18:21,延误131,T3,35,19:48
2024-04-20,CZ3175,B5939,到达,北京大兴,09:30,18:26,延误536,T3,504,21:24
2024-04-20,HU7395,B207V,到达,杭州萧山,15:50,18:28,延误158,T3,76,20:07
2024-04-20,ZH9323,B300N,到达,三亚凤凰,14:35,18:31,延误236,T3,525,19:52
2024-04-20,ZH9535,B309Q,到达,上海虹桥,13:15,18:36,延误321,T3,528B,20:16
2024-04-20,9C8687,B6646,到达,金边国际,18:20,18:56,延误36,T3,10,20:15
2024-04-20,ZH9905,B7750,到达,济南遥墙,15:40,19:04,延误204,T3,27,21:11
2024-04-20,ZH9111,B1939,到达,宜春明月山,13:35,19:14,延误339,T3,65,20:13
2024-04-20,HO1884,B20EQ,到达,上海虹桥,13:50,20:17,延误387,T3,62A,22:00
2024-04-20,CZ5819,B6343,到达,天津滨海,09:35,20:26,延误651,T3,45,23:06
2024-04-20,ZH9513,B30CV,到达,上海浦东,15:05,20:36,延误331,T3,55,22:14
2024-04-20,CA4344,B1959,到达,重庆江北,16:30,20:41,延误251,T3,54,22:42
2024-04-20,5X6077,N631UP,到达,安克雷奇泰德史蒂文斯国际,17:44,20:47,延误183,,待定,14:24
2024-04-20,9C8882,B32E9,到达,上海虹桥,14:15,20:52,延误397,T3,32,22:43
2024-04-20,NH966,JA878A,到达,东京羽田,17:00,21:00,延误240,,1,01:15
2024-04-20,ZH9133,B1758,到达,太原武宿,11:25,21:14,延误589,T3,66,23:27
2024-04-20,HU7771,B5372,到达,温州龙湾,19:00,21:19,延误139,T3,548,22:39
2024-04-20,3U8782,B1663,到达,重庆江北,10:25,21:24,延误659,T3,50A,23:08
2024-04-20,CA1894,B6549,到达,上海浦东,18:00,21:26,延误206,T3,563,23:11
2024-04-20,LT6660,B32G7,到达,赤峰玉龙,17:35,21:34,延误239,T3,77,00:35
2024-04-20,ZH9605,B8636,到达,沈阳桃仙,15:15,21:38,延误383,T3,57,00:55
2024-04-20,EU2218,B32G5,到达,成都双流,11:35,21:44,延误609,T3,50B,23:57
2024-04-20,CZ6923,B8360,到达,昆明长水,18:40,21:46,延误186,T3,20,00:00
2024-04-20,3S587,DAALC,到达,莱比锡,05:00,21:48,延误1008,,待定,03:46
2024-04-20,9C7039,B1627,到达,武汉天河,09:55,21:57,延误722,T3,51,23:38
2024-04-20,3U8702,B6845,到达,成都双流,10:20,22:05,延误705,T3,42,00:06
2024-04-20,ZH9319,B1935,到达,郑州新郑,10:40,22:20,延误700,T3,60,00:22
2024-04-20,HU7741,B5853,到达,太原武宿,21:20,22:27,延误67,T3,547A,01:06
2024-04-20,AK123,9MAQG,到达,吉隆坡国际,20:55,22:29,延误94,,5,01:58
2024-04-20,ZH9845,B32DU,到达,南京禄口,19:10,22:31,延误201,T3,564,00:07
2024-04-20,MF8304,B7847,到达,重庆江北,11:50,22:37,延误647,T3,510B,00:22
2024-04-20,ZH9811,B32DV,到达,无锡硕放,15:20,22:42,延误442,T3,52,00:34
2024-04-20,CA8234,B6665,到达,武汉天河,20:15,22:45,延误150,T3,61B,00:25
2024-04-20,ZH9895,B207D,到达,合肥新桥,15:20,22:49,延误449,T3,529B,00:26
2024-04-20,HU7872,B1538,到达,西安咸阳,21:40,22:53,延误73,T3,48,01:09
2024-04-20,HY152,UK67002,到达,塔什干国际,04:35,23:00,延误1105,,待定,03:12
2024-04-20,ZH8105,B8667,到达,包头东河,14:20,23:09,延误529,T3,71,02:21
2024-04-20,CA1332,B2035,到达,北京首都,20:00,23:18,延误198,T3,23,01:47
2024-04-20,HU7750,B1503,到达,三亚凤凰,23:10,23:22,延误12,T3,26,00:33
2024-04-20,CA8650,B5397,到达,北京大兴,21:30,23:27,延误117,T3,43,02:00
2024-04-20,HU7275,B5371,到达,成都天府,22:15,23:34,延误79,T3,41,01:51
2024-04-20,CZ5367,B6209,到达,合肥新桥,18:15,23:35,延误320,T3,78,01:20
2024-04-20,FD597,HSBBR,到达,曼谷廊曼,23:30,23:39,延误9,,8,01:05
2024-04-20,CZ8653,B6911,到达,武汉天河,10:50,23:41,延误771,T3,29,01:22
2024-04-20,ZH9507,B303N,到达,上海虹桥,16:30,23:42,延误432,T3,544,01:19
2024-04-20,CZ3159,B6290,到达,北京大兴,10:30,23:49,延误799,T3,64,02:34
2024-04-20,ZH8955,B6563,到达,温州龙湾,19:05,23:50,延误285,T3,566B,01:10
2024-04-20,CZ5079,B32EV,到达,吉隆坡国际,20:20,23:55,延误215,T3,9,03:27
2024-04-20,CA4338,B321M,到达,成都双流,19:40,23:57,延误257,T3,560,01:58
2024-04-20,ZH9917,B32CG,到达,青岛胶东,15:05,23:59,延误534,T3,567,02:27
2024-04-20,TK6236,TCJDS,起飞,阿拉木图,04:00,08:25,延误265,,待定,21:55
2024-04-20,DZ6261,,取消,海口美兰,06:25,,0,T3,,
2024-04-20,HU7751,,取消,徐州观音,06:25,,0,T3,,
2024-04-20,HU7743,,取消,南京禄口,06:50,,0,T3,,
2024-04-20,HU7157,,取消,重庆江北,06:50,,0,T3,,
2024-04-20,CZ5417,,取消,林芝米林,07:00,,0,T3,,
2024-04-20,ZH9837,,取消,南京禄口,07:25,,0,T3,,
2024-04-20,HU7731,,取消,郑州新郑,07:25,,0,T3,,
2024-04-20,ZH9409,,取消,成都双流,07:50,,0,T3,,
2024-04-20,ZH9929,,取消,临沂启阳,07:55,,0,T3,,
2024-04-20,ZH9317,,取消,郑州新郑,08:15,,0,T3,,
2024-04-20,ZH9337,,取消,襄阳刘集,08:35,,0,T3,,
2024-04-20,ZH9131,,取消,太原武宿,08:50,,0,T3,,
2024-04-20,ZH9901,,取消,济南遥墙,09:10,,0,T3,,
2024-04-20,DZ6237,,取消,南通兴东,09:20,,0,T3,,
2024-04-20,ZH9103,,取消,北京首都,09:25,,0,T3,,
2024-04-20,ZH9231,,取消,银川河东,09:50,,0,T3,,
2024-04-20,ZH9645,,取消,南昌昌北,10:00,,0,T3,,
2024-04-20,ZH9913,,取消,青岛胶东,10:05,,0,T3,,
2024-04-20,CZ6705,,取消,遵义茅台,10:45,,0,T3,,
2024-04-20,GY7190,,取消,成都天府,10:55,,0,T3,,
2024-04-20,CZ2621,,取消,河池金城江,11:00,,0,T3,,
2024-04-20,ZH9603,,取消,沈阳桃仙,11:00,,0,T3,,
2024-04-20,ZH9211,,取消,西安咸阳,11:05,,0,T3,,
2024-04-20,ZH9423,,取消,重庆江北,11:40,,0,T3,,
2024-04-20,ZH9405,,取消,成都双流,12:00,,0,T3,,
2024-04-20,MF8366,,取消,天津滨海,12:05,,0,T3,,
2024-04-20,ZH9627,,取消,哈尔滨太平,12:10,,0,T3,,
2024-04-20,CZ3193,,取消,北京大兴,12:30,,0,T3,,
2024-04-20,ZH9105,,取消,北京首都,12:30,,0,T3,,
2024-04-20,G54662,,取消,文山砚山,13:05,,0,T3,,
2024-04-20,ZH9903,,取消,济南遥墙,13:10,,0,T3,,
2024-04-20,GJ8683,,取消,恩施许家坪,13:20,,0,T3,,
2024-04-20,DZ6271,,取消,怀化芷江,13:25,,0,T3,,
2024-04-20,ZH9511,,取消,上海浦东,13:40,,0,T3,,
2024-04-20,ZH9843,,取消,南京禄口,13:55,,0,T3,,
2024-04-20,ZH8609,,取消,合肥新桥,14:00,,0,T3,,
2024-04-20,GJ8899,,取消,杭州萧山,14:00,,0,T3,,
2024-04-20,DZ6247,,取消,沈阳桃仙,14:00,,0,T3,,
2024-04-20,CZ5537,,取消,安阳红旗渠,14:05,,0,T3,,
2024-04-20,ZH9213,,取消,西安咸阳,14:10,,0,T3,,
2024-04-20,CZ3827,,取消,南京禄口,14:30,,0,T3,,
2024-04-20,CZ3153,,取消,北京大兴,14:30,,0,T3,,
2024-04-20,CZ8797,,取消,济南遥墙,14:45,,0,T3,,
2024-04-20,CZ8819,,取消,昆明长水,14:55,,0,T3,,
2024-04-20,HU7375,,取消,成都天府,14:55,,0,T3,,
2024-04-20,CA1384,,取消,北京首都,15:00,,0,T3,,
2024-04-20,CZ2846,,取消,重庆江北,15:10,,0,T3,,
2024-04-20,ZH9881,,取消,杭州萧山,15:15,,0,T3,,
2024-04-20,ZH9419,,取消,成都天府,15:15,,0,T3,,
2024-04-20,ZH9125,,取消,天津滨海,15:15,,0,T3,,
2024-04-20,MU5348,,取消,上海虹桥,15:30,,0,T3,,
2024-04-20,3U8704,,取消,成都双流,15:30,,0,T3,,
2024-04-20,CZ8575,,取消,合肥新桥,15:45,,0,T3,,
2024-04-20,HU7475,,取消,成都天府,15:55,,0,T3,,
2024-04-20,CZ3563,,取消,上海虹桥,16:00,,0,T3,,
2024-04-20,CZ6358,,取消,长春龙嘉,16:05,,0,T3,,
2024-04-20,ZH9457,,取消,昆明长水,16:10,,0,T3,,
2024-04-20,BK2748,,取消,石家庄正定,16:10,,0,T3,,
2024-04-20,CZ3435,,取消,贵阳龙洞堡,16:20,,0,T3,,
2024-04-20,CA2816,,取消,天津滨海,16:20,,0,T3,,
2024-04-20,ZH9527,,取消,上海浦东,16:25,,0,T3,,
2024-04-20,CZ6153,,取消,宁波栎社,16:30,,0,T3,,
2024-04-20,MU5346,,取消,上海虹桥,16:30,,0,T3,,
2024-04-20,CZ3157,,取消,北京大兴,16:30,,0,T3,,
2024-04-20,ZH9883,,取消,杭州萧山,16:35,,0,T3,,
2024-04-20,ZH9411,,取消,成都双流,16:35,,0,T3,,
2024-04-20,ZH9109,,取消,北京首都,16:40,,0,T3,,
2024-04-20,HU7874,,取消,西安咸阳,16:55,,0,T3,,
2024-04-20,MU6702,,取消,北京大兴,16:55,,0,T3,,
2024-04-20,CZ6610,,取消,长春龙嘉,16:55,,0,T3,,
2024-04-20,CZ3587,,取消,上海虹桥,17:00,,0,T3,,
2024-04-20,ZH9813,,取消,无锡硕放,17:00,,0,T3,,
2024-04-20,CA1342,,取消,北京首都,17:00,,0,T3,,
2024-04-20,CZ3744,,取消,哈尔滨太平,17:00,,0,T3,,
2024-04-20,CZ3673,,取消,贵阳龙洞堡,17:05,,0,T3,,
2024-04-20,ZH9425,,取消,重庆江北,17:05,,0,T3,,
2024-04-20,ZH8963,,取消,烟台蓬莱,17:05,,0,T3,,
2024-04-20,ZH9939,,取消,临沂启阳,17:15,,0,T3,,
2024-04-20,CZ5919,,取消,重庆江北,17:20,,0,T3,,
2024-04-20,MF8372,,取消,上海虹桥,17:25,,0,T3,,
2024-04-20,ZH9517,,取消,上海浦东,17:25,,0,T3,,
2024-04-20,ZH9117,,取消,北京首都,17:25,,0,T3,,
2024-04-20,FM9334,,取消,上海虹桥,17:30,,0,T3,,
2024-04-20,TV9902,,取消,成都双流,17:50,,0,T3,,
2024-04-20,ZH9607,,取消,扬州泰州,18:00,,0,T3,,
2024-04-20,CZ8675,,取消,济宁大安,18:00,,0,T3,,
2024-04-20,CA1304,,取消,北京首都,18:00,,0,T3,,
2024-04-20,HO1886,,取消,上海虹桥,18:05,,0,T3,,
2024-04-20,ZH9519,,取消,上海浦东,18:05,,0,T3,,
2024-04-20,CA1314,,取消,北京首都,18:05,,0,T3,,
2024-04-20,ZH8967,,取消,宁波栎社,18:15,,0,T3,,
2024-04-20,CZ3209,,取消,无锡硕放,18:25,,0,T3,,
2024-04-20,ZH9215,,取消,西安咸阳,18:25,,0,T3,,
2024-04-20,ZH9907,,取消,济南遥墙,18:25,,0,T3,,
2024-04-20,CZ6547,,取消,杭州萧山,18:30,,0,T3,,
2024-04-20,CA4312,,取消,成都双流,18:30,,0,T3,,
2024-04-20,CZ3173,,取消,北京大兴,18:30,,0,T3,,
2024-04-20,CZ3557,,取消,上海虹桥,18:35,,0,T3,,
2024-04-20,HU7255,,取消,南京禄口,18:35,,0,T3,,
2024-04-20,3U3258,,取消,西安咸阳,18:40,,0,T3,,
2024-04-20,CZ6445,,取消,常德桃花源,18:55,,0,T3,,
2024-04-20,ZH9897,,取消,合肥新桥,18:55,,0,T3,,
2024-04-20,CA4314,,取消,成都双流,18:55,,0,T3,,
2024-04-20,ZH9305,,取消,郑州新郑,19:00,,0,T3,,
2024-04-20,NS3268,,取消,石家庄正定,19:00,,0,T3,,
2024-04-20,CA1398,,取消,北京首都,19:00,,0,T3,,
2024-04-20,ZH9427,,取消,重庆江北,19:05,,0,T3,,
2024-04-20,ZH9919,,取消,台州路桥,19:05,,0,T3,,
2024-04-20,CZ3356,,取消,武汉天河,19:10,,0,T3,,
2024-04-20,ZH9537,,取消,上海虹桥,19:10,,0,T3,,
2024-04-20,ZH9815,,取消,无锡硕放,19:15,,0,T3,,
2024-04-20,HU7733,,取消,郑州新郑,19:15,,0,T3,,
2024-04-20,CZ6890,,取消,绵阳南郊,19:20,,0,T3,,
2024-04-20,MF8318,,取消,上海虹桥,19:25,,0,T3,,
2024-04-20,MU6372,,取消,成都天府,19:25,,0,T3,,
2024-04-20,CA2812,,取消,天津滨海,19:25,,0,T3,,
2024-04-20,CZ6328,,取消,大连周水子,19:40,,0,T3,,
2024-04-20,9H8302,,取消,西安咸阳,19:45,,0,T3,,
2024-04-20,HU7759,,取消,济南遥墙,19:50,,0,T3,,
2024-04-20,CZ3668,,取消,贵阳龙洞堡,19:55,,0,T3,,
2024-04-20,CA1358,,取消,北京首都,20:00,,0,T3,,
2024-04-20,EU1834,,取消,北海福成,20:05,,0,T3,,
2024-04-20,ZH9933,,取消,常州奔牛,20:05,,0,T3,,
2024-04-20,MU2888,,取消,南京禄口,20:10,,0,T3,,
2024-04-20,HU7710,,取消,北京首都,20:10,,0,T3,,
2024-04-20,MF8380,,取消,天津滨海,20:10,,0,T3,,
2024-04-20,GY7238,,取消,百色巴马,20:15,,0,T3,,
2024-04-20,ZH9631,,取消,扬州泰州,20:15,,0,T3,,
2024-04-20,ZH9307,,取消,郑州新郑,20:20,,0,T3,,
2024-04-20,HU7714,,取消,北京首都,20:20,,0,T3,,
2024-04-20,MU2938,,取消,无锡硕放,20:25,,0,T3,,
2024-04-20,MU5358,,取消,上海虹桥,20:30,,0,T3,,
2024-04-20,CA4326,,取消,成都双流,20:30,,0,T3,,
2024-04-20,CZ6310,,取消,沈阳桃仙,20:30,,0,T3,,
2024-04-20,ZH9847,,取消,南京禄口,20:35,,0,T3,,
2024-04-20,ZH9435,,取消,成都天府,20:35,,0,T3,,
2024-04-20,MU6160,,取消,西安咸阳,20:40,,0,T3,,
2024-04-20,MF8350,,取消,北京大兴,20:40,,0,T3,,
2024-04-20,HO1888,,取消,上海虹桥,20:50,,0,T3,,
2024-04-20,CZ6549,,取消,南充高坪,20:50,,0,T3,,
2024-04-20,CZ3641,,取消,重庆江北,20:55,,0,T3,,
2024-04-20,HU7391,,取消,杭州萧山,20:55,,0,T3,,
2024-04-20,ZH9851,,取消,南京禄口,21:00,,0,T3,,
2024-04-20,CZ5360,,取消,义乌,21:00,,0,T3,,
2024-04-20,CZ3365,,取消,杭州萧山,21:00,,0,T3,,
2024-04-20,CA1338,,取消,北京首都,21:00,,0,T3,,
2024-04-20,CZ3955,,取消,海口美兰,21:05,,0,T3,,
2024-04-20,CZ8577,,取消,武汉天河,21:05,,0,T3,,
2024-04-20,DR5002,,取消,无锡硕放,21:05,,0,T3,,
2024-04-20,ZH9817,,取消,无锡硕放,21:05,,0,T3,,
2024-04-20,ZH9139,,取消,运城盐湖,21:05,,0,T3,,
2024-04-20,ZH9431,,取消,重庆江北,21:10,,0,T3,,
2024-04-20,CZ8587,,取消,盐城南洋,21:10,,0,T3,,
2024-04-20,MU6612,,取消,重庆江北,21:15,,0,T3,,
2024-04-20,TV6040,,取消,西安咸阳,21:15,,0,T3,,
2024-04-20,MU2558,,取消,武汉天河,21:20,,0,T3,,
2024-04-20,CA4365,,取消,达州金垭,21:25,,0,T3,,
2024-04-20,MU6422,,取消,杭州萧山,21:30,,0,T3,,
2024-04-20,CA1734,,取消,杭州萧山,21:30,,0,T3,,
2024-04-20,MU5360,,取消,上海虹桥,21:30,,0,T3,,
2024-04-20,RY6656,,取消,沈阳桃仙,21:30,,0,T3,,
2024-04-20,ZH9219,,取消,西安咸阳,21:40,,0,T3,,
2024-04-20,MU6670,,取消,北京大兴,21:40,,0,T3,,
2024-04-20,SC4686,,取消,青岛胶东,21:45,,0,T3,,
2024-04-20,ZH9899,,取消,合肥新桥,22:00,,0,T3,,
2024-04-20,CZ3919,,取消,南阳姜营,22:00,,0,T3,,
2024-04-20,HU7706,,取消,北京首都,22:00,,0,T3,,
2024-04-20,CZ2622,,取消,台州路桥,22:05,,0,T3,,
2024-04-20,SC1190,,取消,济南遥墙,22:05,,0,T3,,
2024-04-20,MF8390,,取消,重庆江北,22:10,,0,T3,,
2024-04-20,HU7876,,取消,西安咸阳,22:10,,0,T3,,
2024-04-20,CA1736,,取消,杭州萧山,22:15,,0,T3,,
2024-04-20,HO1690,,取消,南京禄口,22:15,,0,T3,,
2024-04-20,MF8966,,取消,福州长乐,22:25,,0,T3,,
2024-04-20,GS6450,,取消,重庆江北,22:25,,0,T3,,
2024-04-20,3U8786,,取消,重庆江北,22:25,,0,T3,,
2024-04-20,Y87587,,取消,上海浦东,22:25,,0,T3,,
2024-04-20,GJ8738,,取消,杭州萧山,22:30,,0,T3,,
2024-04-20,HU7716,,取消,北京首都,22:50,,0,T3,,
